9C:2E:A1:AA:5F:96,-88
B0:55:08:3E:9F:3F,-84
30:A9:DE:85:3D:BF,-74
D0:7E:35:D7:8F:60,-73
8C:5A:F8:ED:8F:50,-85
57:84:BC:15:22:F6,-86
F8:77:B8:B2:FB:12,-85
48:81:11:0D:32:65,-87
Fri 12-04-2019   23:49:52
